Date,Kau_temp,Kau_max,Kau_min,Kau_dwp,Kau_mx_dwp,Kau_mi_dwp,Kau_pressure,Kau_humidity,Kau_wind,Kau_clouds,Kau_lat,Kau_lon,Kau_ele,Kau_temp_1,Kau_temp_2,Kau_temp_3,Kau_max_1,Kau_max_2,Kau_max_3,Kau_min_1,Kau_min_2,Kau_min_3,Kau_dwp_1,Kau_dwp_2,Kau_dwp_3,Kau_mx_dwp_1,Kau_mx_dwp_2,Kau_mx_dwp_3,Kau_mi_dwp_1,Kau_mi_dwp_2,Kau_mi_dwp_3,Kau_pressure_1,Kau_pressure_2,Kau_pressure_3,Kau_clouds_1,Kau_clouds_2,Kau_clouds_3,Kau_lat_1,Kau_lat_2,Kau_lat_3,Kau_lon_1,Kau_lon_2,Kau_lon_3,Kau_ele_1,Kau_ele_2,Kau_ele_3
2017-01-14,23.666666666666668,24.25,23.0,19.216666666666672,19.800000000000004,18.550000000000004,1017.5,77.75,3.0833333333333335,20.583333333333332,22.0964396,-159.52612,681,23.75,25.0,22.583333333333332,24.0,25.166666666666668,23.208333333333332,22.916666666666668,24.375,21.625,19.866666666666674,20.90000000000001,18.200000000000006,20.116666666666674,21.066666666666674,18.825000000000006,19.033333333333342,20.27500000000001,17.24166666666667,1017.4583333333334,1017.7083333333334,1017.5,23.708333333333332,56.583333333333336,28.125,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-15,22.958333333333332,23.0,22.5,18.358333333333338,18.400000000000002,17.900000000000002,1018.2916666666666,77.0,2.875,12.833333333333334,22.0964396,-159.52612,681,23.666666666666668,23.75,25.0,24.25,24.0,25.166666666666668,23.0,22.916666666666668,24.375,19.216666666666672,19.866666666666674,20.90000000000001,19.800000000000004,20.116666666666674,21.066666666666674,18.550000000000004,19.033333333333342,20.27500000000001,1017.5,1017.4583333333334,1017.7083333333334,20.583333333333332,23.708333333333332,56.583333333333336,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-16,23.75,23.833333333333332,23.541666666666668,18.841666666666672,18.925000000000008,18.63333333333334,1018.5,75.45833333333333,2.625,53.125,22.0964396,-159.52612,681,22.958333333333332,23.666666666666668,23.75,23.0,24.25,24.0,22.5,23.0,22.916666666666668,18.358333333333338,19.216666666666672,19.866666666666674,18.400000000000002,19.800000000000004,20.116666666666674,17.900000000000002,18.550000000000004,19.033333333333342,1018.2916666666666,1017.5,1017.4583333333334,12.833333333333334,20.583333333333332,23.708333333333332,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-17,23.375,24.333333333333332,22.333333333333332,17.533333333333335,18.49166666666667,16.49166666666667,1018.375,70.79166666666667,3.2083333333333335,60.541666666666664,22.0964396,-159.52612,681,23.75,22.958333333333332,23.666666666666668,23.833333333333332,23.0,24.25,23.541666666666668,22.5,23.0,18.841666666666672,18.358333333333338,19.216666666666672,18.925000000000008,18.400000000000002,19.800000000000004,18.63333333333334,17.900000000000002,18.550000000000004,1018.5,1018.2916666666666,1017.5,53.125,12.833333333333334,20.583333333333332,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-18,23.916666666666668,25.083333333333332,23.208333333333332,16.075,17.24166666666667,15.366666666666667,1019.3333333333334,60.791666666666664,4.833333333333333,66.125,22.0964396,-159.52612,681,23.375,23.75,22.958333333333332,24.333333333333332,23.833333333333332,23.0,22.333333333333332,23.541666666666668,22.5,17.533333333333335,18.841666666666672,18.358333333333338,18.49166666666667,18.925000000000008,18.400000000000002,16.49166666666667,18.63333333333334,17.900000000000002,1018.375,1018.5,1018.2916666666666,60.541666666666664,53.125,12.833333333333334,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-19,23.333333333333332,24.291666666666668,22.75,17.15,18.10833333333333,16.566666666666666,1020.4583333333334,69.08333333333333,3.7916666666666665,64.875,22.0964396,-159.52612,681,23.916666666666668,23.375,23.75,25.083333333333332,24.333333333333332,23.833333333333332,23.208333333333332,22.333333333333332,23.541666666666668,16.075,17.533333333333335,18.841666666666672,17.24166666666667,18.49166666666667,18.925000000000008,15.366666666666667,16.49166666666667,18.63333333333334,1019.3333333333334,1018.375,1018.5,66.125,60.541666666666664,53.125,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-20,23.375,24.416666666666668,22.625,17.06666666666667,18.108333333333338,16.31666666666667,1021.0,68.45833333333333,3.75,70.04166666666667,22.0964396,-159.52612,681,23.333333333333332,23.916666666666668,23.375,24.291666666666668,25.083333333333332,24.333333333333332,22.75,23.208333333333332,22.333333333333332,17.15,16.075,17.533333333333335,18.10833333333333,17.24166666666667,18.49166666666667,16.566666666666666,15.366666666666667,16.49166666666667,1020.4583333333334,1019.3333333333334,1018.375,64.875,66.125,60.541666666666664,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-21,23.416666666666668,23.791666666666668,22.833333333333332,16.200000000000003,16.575000000000003,15.616666666666669,1020.625,63.916666666666664,9.333333333333334,68.79166666666667,22.0964396,-159.52612,681,23.375,23.333333333333332,23.916666666666668,24.416666666666668,24.291666666666668,25.083333333333332,22.625,22.75,23.208333333333332,17.06666666666667,17.15,16.075,18.108333333333338,18.10833333333333,17.24166666666667,16.31666666666667,16.566666666666666,15.366666666666667,1021.0,1020.4583333333334,1019.3333333333334,70.04166666666667,64.875,66.125,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-22,22.541666666666668,23.083333333333332,21.833333333333332,14.45833333333333,14.999999999999998,13.749999999999998,1022.9166666666666,59.583333333333336,11.875,75.66666666666667,22.0964396,-159.52612,681,23.416666666666668,23.375,23.333333333333332,23.791666666666668,24.416666666666668,24.291666666666668,22.833333333333332,22.625,22.75,16.200000000000003,17.06666666666667,17.15,16.575000000000003,18.108333333333338,18.10833333333333,15.616666666666669,16.31666666666667,16.566666666666666,1020.625,1021.0,1020.4583333333334,68.79166666666667,70.04166666666667,64.875,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-23,22.916666666666668,24.166666666666668,21.791666666666668,16.28333333333334,17.533333333333342,15.158333333333337,1022.2916666666666,66.83333333333333,7.791666666666667,84.58333333333333,22.0964396,-159.52612,681,22.541666666666668,23.416666666666668,23.375,23.083333333333332,23.791666666666668,24.416666666666668,21.833333333333332,22.833333333333332,22.625,14.45833333333333,16.200000000000003,17.06666666666667,14.999999999999998,16.575000000000003,18.108333333333338,13.749999999999998,15.616666666666669,16.31666666666667,1022.9166666666666,1020.625,1021.0,75.66666666666667,68.79166666666667,70.04166666666667,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-24,22.833333333333332,23.25,22.583333333333332,19.73333333333333,20.15,19.48333333333333,1019.125,84.5,4.916666666666667,67.95833333333333,22.0964396,-159.52612,681,22.916666666666668,22.541666666666668,23.416666666666668,24.166666666666668,23.083333333333332,23.791666666666668,21.791666666666668,21.833333333333332,22.833333333333332,16.28333333333334,14.45833333333333,16.200000000000003,17.533333333333342,14.999999999999998,16.575000000000003,15.158333333333337,13.749999999999998,15.616666666666669,1022.2916666666666,1022.9166666666666,1020.625,84.58333333333333,75.66666666666667,68.79166666666667,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-25,21.625,22.208333333333332,21.208333333333332,19.225,19.808333333333334,18.808333333333334,1017.625,88.0,4.416666666666667,56.666666666666664,22.0964396,-159.52612,681,22.833333333333332,22.916666666666668,22.541666666666668,23.25,24.166666666666668,23.083333333333332,22.583333333333332,21.791666666666668,21.833333333333332,19.73333333333333,16.28333333333334,14.45833333333333,20.15,17.533333333333342,14.999999999999998,19.48333333333333,15.158333333333337,13.749999999999998,1019.125,1022.2916666666666,1022.9166666666666,67.95833333333333,84.58333333333333,75.66666666666667,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-26,23.125,24.291666666666668,22.125,15.833333333333336,17.000000000000004,14.833333333333336,1019.5,63.541666666666664,5.291666666666667,32.166666666666664,22.0964396,-159.52612,681,21.625,22.833333333333332,22.916666666666668,22.208333333333332,23.25,24.166666666666668,21.208333333333332,22.583333333333332,21.791666666666668,19.225,19.73333333333333,16.28333333333334,19.808333333333334,20.15,17.533333333333342,18.808333333333334,19.48333333333333,15.158333333333337,1017.625,1019.125,1022.2916666666666,56.666666666666664,67.95833333333333,84.58333333333333,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-27,21.916666666666668,22.25,21.333333333333332,17.141666666666673,17.475000000000005,16.55833333333334,1019.0416666666666,76.125,3.2916666666666665,31.541666666666668,22.0964396,-159.52612,681,23.125,21.625,22.833333333333332,24.291666666666668,22.208333333333332,23.25,22.125,21.208333333333332,22.583333333333332,15.833333333333336,19.225,19.73333333333333,17.000000000000004,19.808333333333334,20.15,14.833333333333336,18.808333333333334,19.48333333333333,1019.5,1017.625,1019.125,32.166666666666664,56.666666666666664,67.95833333333333,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-28,22.791666666666668,23.291666666666668,21.958333333333332,17.58333333333334,18.083333333333336,16.750000000000004,1018.0,73.95833333333333,3.2083333333333335,48.416666666666664,22.0964396,-159.52612,681,21.916666666666668,23.125,21.625,22.25,24.291666666666668,22.208333333333332,21.333333333333332,22.125,21.208333333333332,17.141666666666673,15.833333333333336,19.225,17.475000000000005,17.000000000000004,19.808333333333334,16.55833333333334,14.833333333333336,18.808333333333334,1019.0416666666666,1019.5,1017.625,31.541666666666668,32.166666666666664,56.666666666666664,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-29,22.291666666666668,22.458333333333332,21.75,14.558333333333332,14.725,14.016666666666664,1018.9166666666666,61.333333333333336,8.208333333333334,56.833333333333336,22.0964396,-159.52612,681,22.791666666666668,21.916666666666668,23.125,23.291666666666668,22.25,24.291666666666668,21.958333333333332,21.333333333333332,22.125,17.58333333333334,17.141666666666673,15.833333333333336,18.083333333333336,17.475000000000005,17.000000000000004,16.750000000000004,16.55833333333334,14.833333333333336,1018.0,1019.0416666666666,1019.5,48.416666666666664,31.541666666666668,32.166666666666664,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-30,20.916666666666668,22.0,20.083333333333332,10.791666666666671,11.875000000000002,9.958333333333337,1020.75,49.375,9.625,83.16666666666667,22.0964396,-159.52612,681,22.291666666666668,22.791666666666668,21.916666666666668,22.458333333333332,23.291666666666668,22.25,21.75,21.958333333333332,21.333333333333332,14.558333333333332,17.58333333333334,17.141666666666673,14.725,18.083333333333336,17.475000000000005,14.016666666666664,16.750000000000004,16.55833333333334,1018.9166666666666,1018.0,1019.0416666666666,56.833333333333336,48.416666666666664,31.541666666666668,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-01-31,21.0,22.25,19.958333333333332,11.799999999999997,13.049999999999997,10.758333333333331,1021.4166666666666,54.0,8.333333333333334,86.875,22.0964396,-159.52612,681,20.916666666666668,22.291666666666668,22.791666666666668,22.0,22.458333333333332,23.291666666666668,20.083333333333332,21.75,21.958333333333332,10.791666666666671,14.558333333333332,17.58333333333334,11.875000000000002,14.725,18.083333333333336,9.958333333333337,14.016666666666664,16.750000000000004,1020.75,1018.9166666666666,1018.0,83.16666666666667,56.833333333333336,48.416666666666664,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-01,21.0,22.166666666666668,20.125,11.624999999999995,12.791666666666663,10.749999999999998,1020.25,53.125,6.375,77.29166666666667,22.0964396,-159.52612,681,21.0,20.916666666666668,22.291666666666668,22.25,22.0,22.458333333333332,19.958333333333332,20.083333333333332,21.75,11.799999999999997,10.791666666666671,14.558333333333332,13.049999999999997,11.875000000000002,14.725,10.758333333333331,9.958333333333337,14.016666666666664,1021.4166666666666,1020.75,1018.9166666666666,86.875,83.16666666666667,56.833333333333336,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-02,21.041666666666668,21.416666666666668,20.541666666666668,13.225000000000001,13.600000000000001,12.725000000000001,1017.0416666666666,60.916666666666664,3.25,44.958333333333336,22.0964396,-159.52612,681,21.0,21.0,20.916666666666668,22.166666666666668,22.25,22.0,20.125,19.958333333333332,20.083333333333332,11.624999999999995,11.799999999999997,10.791666666666671,12.791666666666663,13.049999999999997,11.875000000000002,10.749999999999998,10.758333333333331,9.958333333333337,1020.25,1021.4166666666666,1020.75,77.29166666666667,86.875,83.16666666666667,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-03,21.75,22.291666666666668,20.958333333333332,15.58333333333333,16.124999999999996,14.791666666666666,1014.5833333333334,69.16666666666667,3.0833333333333335,28.875,22.0964396,-159.52612,681,21.041666666666668,21.0,21.0,21.416666666666668,22.166666666666668,22.25,20.541666666666668,20.125,19.958333333333332,13.225000000000001,11.624999999999995,11.799999999999997,13.600000000000001,12.791666666666663,13.049999999999997,12.725000000000001,10.749999999999998,10.758333333333331,1017.0416666666666,1020.25,1021.4166666666666,44.958333333333336,77.29166666666667,86.875,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-04,22.208333333333332,22.583333333333332,21.666666666666668,16.499999999999996,16.874999999999996,15.95833333333333,1013.75,71.45833333333333,3.5833333333333335,1.0,22.0964396,-159.52612,681,21.75,21.041666666666668,21.0,22.291666666666668,21.416666666666668,22.166666666666668,20.958333333333332,20.541666666666668,20.125,15.58333333333333,13.225000000000001,11.624999999999995,16.124999999999996,13.600000000000001,12.791666666666663,14.791666666666666,12.725000000000001,10.749999999999998,1014.5833333333334,1017.0416666666666,1020.25,28.875,44.958333333333336,77.29166666666667,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-05,24.5,25.041666666666668,24.208333333333332,17.51666666666667,18.058333333333337,17.225000000000005,1010.9166666666666,65.08333333333333,6.5,48.333333333333336,22.0964396,-159.52612,681,22.208333333333332,21.75,21.041666666666668,22.583333333333332,22.291666666666668,21.416666666666668,21.666666666666668,20.958333333333332,20.541666666666668,16.499999999999996,15.58333333333333,13.225000000000001,16.874999999999996,16.124999999999996,13.600000000000001,15.95833333333333,14.791666666666666,12.725000000000001,1013.75,1014.5833333333334,1017.0416666666666,1.0,28.875,44.958333333333336,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-06,24.333333333333332,24.625,24.166666666666668,19.416666666666675,19.70833333333334,19.250000000000004,1007.4583333333334,75.41666666666667,7.166666666666667,69.41666666666667,22.0964396,-159.52612,681,24.5,22.208333333333332,21.75,25.041666666666668,22.583333333333332,22.291666666666668,24.208333333333332,21.666666666666668,20.958333333333332,17.51666666666667,16.499999999999996,15.58333333333333,18.058333333333337,16.874999999999996,16.124999999999996,17.225000000000005,15.95833333333333,14.791666666666666,1010.9166666666666,1013.75,1014.5833333333334,48.333333333333336,1.0,28.875,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-07,22.875,24.125,21.375,16.099999999999998,17.349999999999998,14.600000000000001,1009.5416666666666,66.125,3.1666666666666665,15.916666666666666,22.0964396,-159.52612,681,24.333333333333332,24.5,22.208333333333332,24.625,25.041666666666668,22.583333333333332,24.166666666666668,24.208333333333332,21.666666666666668,19.416666666666675,17.51666666666667,16.499999999999996,19.70833333333334,18.058333333333337,16.874999999999996,19.250000000000004,17.225000000000005,15.95833333333333,1007.4583333333334,1010.9166666666666,1013.75,69.41666666666667,48.333333333333336,1.0,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-08,21.625,22.541666666666668,20.458333333333332,14.441666666666668,15.358333333333334,13.275000000000004,1013.0833333333334,64.08333333333333,4.333333333333333,37.083333333333336,22.0964396,-159.52612,681,22.875,24.333333333333332,24.5,24.125,24.625,25.041666666666668,21.375,24.166666666666668,24.208333333333332,16.099999999999998,19.416666666666675,17.51666666666667,17.349999999999998,19.70833333333334,18.058333333333337,14.600000000000001,19.250000000000004,17.225000000000005,1009.5416666666666,1007.4583333333334,1010.9166666666666,15.916666666666666,69.41666666666667,48.333333333333336,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-09,20.291666666666668,20.708333333333332,19.458333333333332,13.058333333333337,13.475000000000003,12.225000000000003,1015.9166666666666,63.833333333333336,4.0,50.583333333333336,22.0964396,-159.52612,681,21.625,22.875,24.333333333333332,22.541666666666668,24.125,24.625,20.458333333333332,21.375,24.166666666666668,14.441666666666668,16.099999999999998,19.416666666666675,15.358333333333334,17.349999999999998,19.70833333333334,13.275000000000004,14.600000000000001,19.250000000000004,1013.0833333333334,1009.5416666666666,1007.4583333333334,37.083333333333336,15.916666666666666,69.41666666666667,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-10,21.875,22.333333333333332,21.041666666666668,15.683333333333337,16.14166666666667,14.850000000000003,1015.625,69.04166666666667,3.7916666666666665,40.875,22.0964396,-159.52612,681,20.291666666666668,21.625,22.875,20.708333333333332,22.541666666666668,24.125,19.458333333333332,20.458333333333332,21.375,13.058333333333337,14.441666666666668,16.099999999999998,13.475000000000003,15.358333333333334,17.349999999999998,12.225000000000003,13.275000000000004,14.600000000000001,1015.9166666666666,1013.0833333333334,1009.5416666666666,50.583333333333336,37.083333333333336,15.916666666666666,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-11,21.833333333333332,22.541666666666668,20.791666666666668,18.641666666666673,19.350000000000005,17.600000000000005,1012.5416666666666,84.04166666666667,4.916666666666667,81.33333333333333,22.0964396,-159.52612,681,21.875,20.291666666666668,21.625,22.333333333333332,20.708333333333332,22.541666666666668,21.041666666666668,19.458333333333332,20.458333333333332,15.683333333333337,13.058333333333337,14.441666666666668,16.14166666666667,13.475000000000003,15.358333333333334,14.850000000000003,12.225000000000003,13.275000000000004,1015.625,1015.9166666666666,1013.0833333333334,40.875,50.583333333333336,37.083333333333336,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-12,21.791666666666668,22.708333333333332,20.708333333333332,17.49166666666667,18.408333333333335,16.408333333333335,1011.8333333333334,78.5,3.3333333333333335,18.0,22.0964396,-159.52612,681,21.833333333333332,21.875,20.291666666666668,22.541666666666668,22.333333333333332,20.708333333333332,20.791666666666668,21.041666666666668,19.458333333333332,18.641666666666673,15.683333333333337,13.058333333333337,19.350000000000005,16.14166666666667,13.475000000000003,17.600000000000005,14.850000000000003,12.225000000000003,1012.5416666666666,1015.625,1015.9166666666666,81.33333333333333,40.875,50.583333333333336,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
2017-02-13,23.5,23.727272727272727,23.0,17.981818181818184,18.20909090909091,17.481818181818184,1013.4545454545455,72.4090909090909,6.0,12.272727272727273,22.0964396,-159.52612,681,21.791666666666668,21.833333333333332,21.875,22.708333333333332,22.541666666666668,22.333333333333332,20.708333333333332,20.791666666666668,21.041666666666668,17.49166666666667,18.641666666666673,15.683333333333337,18.408333333333335,19.350000000000005,16.14166666666667,16.408333333333335,17.600000000000005,14.850000000000003,1011.8333333333334,1012.5416666666666,1015.625,18.0,81.33333333333333,40.875,22.0964396,22.0964396,22.0964396,-159.52612,-159.52612,-159.52612,681.0,681.0,681.0
